year,return,annualized,max_dd,sharpe,trades,win_rate
2024,0.013452025933717415,0.013498531469927633,-0.06276856984612966,0.200020638017419,79,0.6116504854368932
2025,0.3525487844266537,0.3550829155016537,-0.029985070385577295,2.2045621980121237,66,0.6170212765957447
2026,-0.01712012402639307,-0.028136279151046883,-0.04527016235752723,-0.3551215606799028,60,0.5362318840579711
