slippage,return,annualized,max_dd,sharpe,trades
0.0,0.49050279702328536,0.1654721347286785,-0.05778332511757733,1.4659654626050262,204
0.0005,0.34595959343198857,0.1207408336341016,-0.06653516172887941,1.1030532511613051,204
0.001,0.2153716024521659,0.07770523593433332,-0.08043772521761683,0.7405940450274322,204
