transaction_cost,return,annualized,max_dd,sharpe,trades
0.0005,0.6504844084346233,0.2119650556222754,-0.0530575824308418,1.8280889994325047,204
0.001,0.49050279702328536,0.1654721347286785,-0.05778332511757733,1.4659654626050262,204
0.002,0.2153716024521659,0.07770523593433332,-0.08043772521761683,0.7405940450274322,204
0.003,-0.009175750108923464,-0.00353042711438345,-0.13200406395913278,0.0218721298059025,204
