initial_capital,final_equity,return,annualized,max_drawdown,sharpe,completed_trades,winning_trades,losing_trades,win_rate,average_trade,median_trade,best_trade,worst_trade,average_holding_days,transaction_cost,slippage,execution_model,execution_price,mark_to_market_price,model,model_sha256,spy_return,spy_annualized,spy_max_drawdown,spy_sharpe
10000.0,14672.265728880957,0.46722657288809577,0.1584553590477089,-0.06059388551392764,1.2994124391872524,102,63,39,0.6176470588235294,0.003882350147212109,0.003917042201672327,0.07633472687024678,-0.028816465401202085,4.53921568627451,0.0005,0.0005,signal_at_t_close_execute_at_t_plus_1_open,SPY Open,SPY Close,models/v28/v28_seed_202_FROZEN.zip,eb9c2dcd1e9cc1ac1ae85f1a4e759aae4aad57b10c9a0ce7a1320dfefd2245ad,0.6794780720833817,0.22008961327565535,-0.18755234489427253,1.3426727219255037
