completed_trades,win_rate,profit_factor,mean_trade,median_trade,best_trade,worst_trade,bootstrap_return_p01,bootstrap_return_p05,bootstrap_return_p25,bootstrap_return_median,bootstrap_return_p75,bootstrap_return_p95,bootstrap_return_p99,bootstrap_loss_probability,bootstrap_dd_p05,bootstrap_dd_median,bootstrap_dd_p95,positive_years,negative_years
102,0.6176470588235294,2.1089528369738897,0.0038823501472120977,0.0039170422016723,0.0763347268702467,-0.028816465401202,0.03950939610986924,0.1440489446659056,0.32090893295733175,0.4594959732217666,0.6226640106613031,0.8931346971745657,1.1026253758214661,0.0052,-0.11654065595537612,-0.06328004350622246,-0.03670397593105288,3,0
