Date,action,daily_return,equity
2026-03-06,1,0.0087599615223126,15831.77975149472
2026-03-09,0,0.0,15823.863861618973
2026-03-10,0,0.0,15823.863861618973
2026-03-11,0,0.0,15823.863861618973
2026-03-12,0,0.0,15823.863861618973
2026-03-13,0,0.0,15823.863861618973
2026-03-16,0,0.0,15823.863861618973
2026-03-17,0,0.0,15823.863861618973
2026-03-18,1,-0.0024643810433112,15776.97539757072
2026-03-19,0,0.0,15769.086909871936
2026-03-20,0,0.0,15769.086909871936
2026-03-23,0,0.0,15769.086909871936
2026-03-24,0,0.0,15769.086909871936
2026-03-25,1,-0.017858729983344,15479.727309142318
2026-03-26,0,0.0,15471.987445487748
2026-03-27,0,0.0,15471.987445487748
2026-03-30,0,0.0,15471.987445487748
2026-03-31,0,0.0,15471.987445487748
2026-04-01,1,0.0009004595313388,15478.176384379769
2026-04-02,1,0.0047268450837638,15551.339326327905
2026-04-06,0,0.0,15543.563656664743
2026-04-07,0,0.0,15543.563656664743
2026-04-08,1,0.0057690176991855,15625.418133133207
2026-04-09,1,-0.0006617754265585,15615.077615382997
2026-04-10,1,0.0097724472464817,15767.675137629045
2026-04-13,0,0.0,15759.791300060231
2026-04-14,1,0.0078909692270439,15876.209252569526
2026-04-15,1,0.0024573476469376,15915.222618018617
2026-04-16,1,0.012085686101644,16107.569002817776
2026-04-17,1,-0.0019997351150194,16075.358131465244
2026-04-20,0,0.0,16067.320452399512
2026-04-21,1,0.0101267120951189,16221.914565970597
2026-04-22,0,0.0,16213.803608687613
2026-04-23,1,0.0077493092372316,16331.279662069694
2026-04-24,0,0.0,16323.11402223866
2026-04-27,1,-0.0048659922671194,16235.564032693324
2026-04-28,0,0.0,16227.446250676978
2026-04-29,0,0.0,16227.446250676978
