Date,action,daily_return,equity
2026-04-30,1,0.0027690952923506,16264.245404898753
2026-05-01,1,-0.0036633921467564,16204.663096009528
2026-05-04,1,0.0080222287239424,16334.660609760145
2026-05-05,1,0.013899399692774,16561.702586421015
2026-05-06,1,-0.0030660824190705,16510.923041290916
2026-05-07,0,0.0,16502.66757977027
2026-05-08,0,0.0,16502.66757977027
2026-05-11,1,-0.0015149526145865,16469.42798696246
2026-05-12,0,0.0,16461.19327296898
2026-05-13,0,0.0,16461.19327296898
2026-05-14,1,-0.0120293437567962,16255.044332481155
2026-05-15,1,-0.0007035093177317,16243.608757333113
2026-05-18,0,0.0,16235.486952954448
2026-05-19,1,0.0102489945825634,16393.68342859517
2026-05-20,0,0.0,16385.486586880874
2026-05-21,0,0.0,16385.486586880874
2026-05-22,0,0.0,16385.486586880874
2026-05-26,1,-0.000173242164746,16374.45660574929
2026-05-27,1,0.0055165786009099,16464.787582662095
2026-05-28,1,0.0024914048034492,16505.80803353331
2026-05-29,1,0.0027231134609038,16550.75522157252
2026-06-01,0,0.0,16542.479843961733
2026-06-02,1,-0.0070171823204998,16418.18504774003
2026-06-03,0,0.0,16409.97595521616
2026-06-04,0,0.0,16409.97595521616
2026-06-05,0,0.0,16409.97595521616
2026-06-08,1,-0.0029354505508077,16353.624379618552
2026-06-09,0,0.0,16345.447567428744
2026-06-10,0,0.0,16345.447567428744
2026-06-11,1,0.0054082479015293,16425.630876034884
2026-06-12,0,0.0,16417.41806059687
2026-06-15,1,-0.0059615628442341,16311.384818793014
2026-06-16,0,0.0,16303.22912638362
2026-06-17,1,0.0103969924419595,16464.49730955197
2026-06-18,0,0.0,16456.265060897196
2026-06-22,0,0.0,16456.265060897196
2026-06-23,1,-0.0004635170636431,16440.41298258702
2026-06-24,1,0.0014456352254532,16464.179822715647
2026-06-25,1,-0.0072313736168696,16345.121187122264
2026-06-26,1,0.0164748623801593,16614.40480926713
2026-06-29,0,0.0,16606.097606862495
2026-06-30,0,0.0,16606.097606862495
2026-07-01,0,0.0,16606.097606862495
2026-07-02,0,0.0,16606.097606862495
2026-07-06,0,0.0,16606.097606862495
2026-07-07,0,0.0,16606.097606862495
2026-07-08,0,0.0,16606.097606862495
2026-07-09,0,0.0,16606.097606862495
2026-07-10,0,0.0,16606.097606862495
2026-07-13,0,0.0,16606.097606862495
2026-07-14,0,0.0,16606.097606862495
2026-07-15,0,0.0,16606.097606862495
2026-07-16,0,0.0,16606.097606862495
2026-07-17,0,0.0,16606.097606862495
2026-07-20,0,0.0,16606.097606862495
2026-07-21,0,0.0,16606.097606862495
2026-07-22,1,-0.0123492872725757,16392.8236249704
2026-07-23,1,0.001016012364791,16409.478936467207
2026-07-24,0,0.0,16401.274196998973
2026-07-27,0,0.0,16401.274196998973
2026-07-28,0,0.0,16401.274196998973
2026-07-29,0,0.0,16401.274196998973
2026-07-30,1,0.0071998096750542,16511.10056952092
2026-07-31,0,0.0,16502.84501923616
2026-08-03,0,0.0,16502.84501923616
2026-08-04,0,0.0,16502.84501923616
2026-08-05,0,0.0,16502.84501923616
2026-08-06,0,0.0,16502.84501923616
2026-08-07,0,0.0,16502.84501923616
2026-08-10,0,0.0,16502.84501923616
