seed,model,reward,equity,return,trades,max_dd
202,models/v28/v28_seed_202.zip,0.47460854085248094,16102.899739911063,0.6102899739911063,102.0,-0.053988891078117794
101,models/v28/v28_seed_101.zip,0.4501069641176989,15685.87737770822,0.5685877377708222,88.0,-0.08779113555216209
505,models/v28/v28_seed_505.zip,0.3954114160713493,14862.884081502456,0.48628840815024565,86.8,-0.04809358631200524
404,models/v28/v28_seed_404.zip,0.38358680075355484,14690.280097683446,0.4690280097683446,93.0,-0.06499737106074539
303,models/v28/v28_seed_303.zip,0.34118369377835917,14170.515573350373,0.4170515573350373,104.4,-0.05663003746752633
